15,0,400,0.0,26.666666666666668,224.74026093414287,0.06666666666666667,1,20,0,18,16,12,11,1.2,0.8888888888888888,0.8,0.9166666666666666,12,0.8
30,0,1379,0.0,45.96666666666667,1362.7308501759621,0.13333333333333333,4,11.0,46.942499999999995,69,69,38,38,2.3,1.0,1.2666666666666666,1.0,23,0.7666666666666667
33,0,1808,0.0,54.78787878787879,696.9824092512964,0.24242424242424243,8,9.666666666666666,55.4025,116,112,47,43,3.515151515151515,0.9655172413793104,1.4242424242424243,0.9148936170212766,5,0.15151515151515152
22,2,599,0.09090909090909091,27.227272727272727,66.60791492653966,0.20833333333333334,5,7.955555555555556,71.0241666666667,44,20,24,15,2.0,0.45454545454545453,1.0909090909090908,0.625,7,0.3181818181818182
26,1,1160,0.038461538461538464,44.61538461538461,379.7810388425507,0.1111111111111111,3,28.46666666666666,-44.48249999999997,56,35,28,19,2.1538461538461537,0.625,1.0769230769230769,0.6785714285714286,17,0.6538461538461539
16,2,264,0.125,16.5,187.53074858920888,0.2777777777777778,5,12.0,61.32500000000002,16,13,14,13,1.0,0.8125,0.875,0.9285714285714286,9,0.5625
34,2,1076,0.058823529411764705,31.647058823529413,670.1955000865387,0.1388888888888889,5,5.7,92.965,74,59,36,29,2.176470588235294,0.7972972972972973,1.0588235294117647,0.8055555555555556,22,0.6470588235294118
32,1,1078,0.03125,33.6875,571.1527220182862,0.0,0,20,0,67,39,32,24,2.09375,0.582089552238806,1.0,0.75,19,0.59375
31,1,1078,0.03225806451612903,34.774193548387096,665.5433963324773,0.34375,11,11.93832512315271,52.01674630541875,79,79,53,53,2.5483870967741935,1.0,1.7096774193548387,1.0,14,0.45161290322580644
24,1,736,0.041666666666666664,30.666666666666668,562.6209634879266,0.0,0,20,0,47,38,21,18,1.9583333333333333,0.8085106382978723,0.875,0.8571428571428571,16,0.6666666666666666
14,0,593,0.0,42.357142857142854,190.3981037807637,0.21428571428571427,3,14.311111111111112,-9.496111111111077,39,27,31,25,2.7857142857142856,0.6923076923076923,2.2142857142857144,0.8064516129032258,7,0.5
19,0,755,0.0,39.73684210526316,406.9759708523932,0.0,0,20,0,40,38,30,28,2.1052631578947367,0.95,1.5789473684210527,0.9333333333333333,11,0.5789473684210527
22,0,1421,0.0,64.5909090909091,924.0,0.0,0,20,0,57,53,29,27,2.590909090909091,0.9298245614035088,1.3181818181818181,0.9310344827586207,13,0.5909090909090909
